username,date,tweet,fullname
@kodimbone,2025-03-21 02:20,"Serda Mustaming Babinsa Koramil 02/Dua Boccoe Kodim 1407/Bone ikut serta mendampingi serta memonitoring pelayanan Posyandu Balita yang dilaksanakan di Posbindu Desa Tawaroe, Kecamatan Dua Boccoe, Kabupaten Bone,
#tniad
#puspentni
#TNIindonesia
#kodam14hasanuddin",kodimbone
@kodimainjai,2025-03-21 02:19,"Babinsa Tongke-Tongke Koramil 04/Sinjai Timur Kodim 1424/Sinjai Komsos Hadiri Kegiatan Musyawarah Desa  di Aula Kantor BPP Sinjai Timur Desa Tongke-Tongke Kec. Sinjai Timur Kab. Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-21 02:13,"Babinsa Sangiasseri Koramil 05/Sinjai Selatan Kodim 1424/Sinjai Komsos Hadiri Rapat Koordinasi Penetapan Lokasio Sholat Idul Fitri di Aula Kantor Kec. Sinjai Selatan Kab. Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-21 02:11,"Babinsa Sangiasseri Koramil 05/Sinjai Selatan Kodim 1424/Sinjai Komsos Hadiri Rapat Koordinasi Penetapan Lokasio Sholat Idul Fitri  di Aula Kantor Kec. Sinjai Selatan Kab. Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@KarnusCare,2025-03-21 02:10,"⚠️Pertahanan bangsa Indonesia mulai terancam⚠️

#KonsepKarnus
#TokoKarnus
#NutrisiSel
#Algatea
#AGSereal 
#AGKarnus 
#caracerdasuntuksehat
#kanker
#cancer
#jantung
#jantungkoroner
#tniad
#tnial
#tniau
#tni",Karnus Care
@kodimainjai,2025-03-21 02:05,"Babinsa Aska Koramil 05/Sinjai Selatan Kodim 1424/Sinjai Komsos Bersama Warga Binaan bertempat di Dusun Hempengnge Desa Aska Kec. Sinjai Selatan Kab. Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@itsokey687,2025-03-21 01:55,"Babinsa Koramil 1701/12/Demta, memberikan materi wawasan kebangsaan dan pelatihan Peraturan Baris-Berbaris (PBB) kepada siswa-siswi SMP Negeri 1 Demta, di Kamp Ambora, Distrik Demta, Kab Jayapura. Kamis (20/3/2025).
#TNIAD
#TNIADBerjuangBersamaRakyat

papua.indonesiasatu.co.id/ta…",Joanna Grace
@kodimainjai,2025-03-21 01:51,"Babinsa Saukang Koramil 04/Sinjai Timur Kodim 1424/Sinjai Dampingi Petugas Kesehatan dalam Upaya Pencegahan Stunting

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@N21820Garuda,2025-03-21 01:50,"ISI DARI REVISI UU TNI, PANGLIMA TNI TEGASKAN TIDAK AKAN MENGHIDUPKAN KEMBALI DWIFUNGSI ABRI #RamadanEkstraSeru #TolakRevisiUUTNI #KluivertOut #Prabowo #Indonesia #IndonesiaGelap #KaburAjaDulu #kaburduluaja  #TNI #TNIAD #TNIAL #TNIAU #MabesTNI #PalimaTNI #TolakRevisiUUTNI",SuaraBersama
@sejatidindaa,2025-03-21 01:49,"Orang orang tidak jelas

#KSTP #OPM #opmmusuhmasyarakat #OPMgallery #KKB #TolakOPM #Papua #PapuaIndonesia  #TNIAD #papuaviral  #TNIADbekerjadenganhati  #KNPB",dinda sejati
@sejatidindaa,2025-03-21 01:49,"Stop sudah bikin gerakan tidak jelas

#KSTP #OPM #opmmusuhmasyarakat #OPMgallery #KKB #TolakOPM #Papua #PapuaIndonesia  #TNIAD #papuaviral  #TNIADbekerjadenganhati  #KNPB",dinda sejati
@Utari_Rhyu,2025-03-21 01:45,"Babinsa Koramil 1701/12/Demta, memberikan materi wawasan kebangsaan dan pelatihan Peraturan Baris-Berbaris (PBB) kepada siswa-siswi SMP Negeri 1 Demta, di Kamp Ambora, Distrik Demta, Kab Jayapura. Kamis (20/3/2025).
#TNIAD
#TNIADBerjuangBersamaRakyat

papua.indonesiasatu.co.id/ta…",Utari Rahayu
@kodimainjai,2025-03-21 01:43,"Babinsa Lamatti Riattan Pos Ramil 01/Bulupoddo Kodim 1424/Sinjai Komsos Hadiri Musrembang Penyusunan RKPD Kab Sinjai TA 2026 di Aula Kantor Kecamatan Bulupoddo  Desa Lamatti Riattang Kec. Bulupoddo  Kab. Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-21 01:37,"Babinsa Bontosinala Koramil 06/Sinjai Borong Kodim 1424/Sinjai Hadiri Penutupan Musabaqah Tilawatil Qur'an (MTQ) ke XXII Tingkat Desa Bontosianala Tahun 2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@itsokey687,2025-03-21 01:36,"Satgas Yonif 715/Mtl melaksanakan kegiatan Komunikasi Sosial untuk membantu kesulitan dan mendengarkan keluhan masyarakat binaan di sekitar Talilime Distrik Mulia, Puncak Jaya, Papua, Kamis (20/03/2025).
#TNIAD
#TNIADBerjuangBersamaRakyat

portal-komando.com/2025/03/s…",Joanna Grace
@itsokey687,2025-03-21 01:35,"Satgas Pamtas Mobile Yonif 700/Wyc kembali menunjukkan kepedulian kepada masyarakat Papua dengan melaksanakan aksi sosial pembersihan Gereja Injili III Bukit Sion Sinak, Kab Puncak Jaya, pada Kamis (20/3/2025).
#TNIAD
#TNIADBerjuangBersamaRakyat

papua.indonesiasatu.co.id/bh…",Joanna Grace
@Utari_Rhyu,2025-03-21 01:33,"Satgas Pamtas Mobile Yonif 700/Wyc kembali menunjukkan kepedulian kepada masyarakat Papua dengan melaksanakan aksi sosial pembersihan Gereja Injili III Bukit Sion Sinak, Kab Puncak Jaya, pada Kamis (20/3/2025).
#TNIAD
#TNIADBerjuangBersamaRakyat

papua.indonesiasatu.co.id/bh…",Utari Rahayu
@kodimainjai,2025-03-21 01:31,"Babinsa Palangka Koramil 05/Sinjai Selatan Kodim 1424/Sinjai Komsos Hadiri Acara Buka Puasa Bersama di Masjid Nurkhalifa Dusun Pao-Pao Desa Palangka Kec. Sinjai Selatan Kab. Sinjai

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-21 01:25,"Dandim 1424/Sinjai, Letkol Arm Dian Akhmad Arifandi, S.E., M.Han., menghadiri acara Safari Ramadhan yang digelar di Kecamatan Bulupoddo, Kabupaten Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@takalar_kodim,2025-03-21 01:11,"Wujudkan Swasembada Pangan, Babinsa Koramil 1426-04/Galesong Pendampingan Petani Panen Padi

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@KodamKasuari,2025-03-21 01:03,"Komandan Kodim (Dandim) 1805/RA Letkol Czi Tri Wibowo Angga Astono menghadiri Kegiatan Apel Gelar Pasukan Dalam Rangka Operasi Ketupat Dofior Tahun 2025, Di Kab. Raja Ampat, Guna Menyambut Hari Raya Lebaran Idul Fitri Tahun 2025

#TNIADbekerjadenganhati
#TNIADDihatiRakyat
#TNIAD",Kodam XVIII/Kasuari
@kodamhasanuddin,2025-03-21 00:40,"TMMD Ke-123 Resmi Ditutup, Pangdam XIV/Hasanuddin : Upaya Pembangunan Kualitas dan Kesejahteraan Masyarakat

""Sinergi TNI dan Masyarakat: TMMD Ke-123 Sukses Tingkatkan Infrastruktur dan Kualitas Hidup""

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@tni_ad,2025-03-20 21:38,"KASAD TUTUP TMMD KE-123 TA 2025 DI MOROWALI, SULAWESI TENGAH
instagram.com/reel/DHb7MeGSQ…

#TNIAD
#TNIADBerjuangBersamaRakyat
#TNIADBekerjaDenganHati
#TNIADdihatiRakyat
#TNIADPrima",TNI AD
@ChannelRedaksi,2025-03-20 20:03,"Penutupan TMMD ke 123, Danlanudal Biak Jadi Saksi Serahkan 10 Unit Kunci Rumah kepada Warga bacaberita.id/penutupan-tmmd… 
#TMMD #TNI #TNIAD #IndonesiaGelap #Mahasiswa #RUUTNISesuaiReformasi #TolakRevisiUUTNI #TolakDwifungsiABRI #TolakUUTNI #TolakDwifungsiTNI #PeringatanDarurat #TNIAU",bacaberita.id
@KodamJayakarta,2025-03-20 20:02,"Safari Ramadhan Kodim 0506/Tangerang

#tniad #tniadprima #kodamjaya",Kodam Jaya/Jayakarta
@KodamJayakarta,2025-03-20 20:00,"Pangdam Jaya : Sayangi anakmu, Sayangi istrimu Jalin keluarga yang Harmonis karena itu akan mendatangkan rezki

#tniad #tniadprima #kodamjaya",Kodam Jaya/Jayakarta
@ChannelRedaksi,2025-03-20 19:39,"Satgas Yonif 641/Bru Bagikan Selimut Kepada Warga Kampung Eroma bacaberita.id/satgas-yonif-6…
#TNI #tniad #papua #Indonesia #IndonesiaGelap #RUUTNI #RUUTNIPerkuatNKRI #TolakRevisiUUTNI #TolakDwifungsiABRI #TolakUUTNI #TolakDwifungsiTNI #mahasiswa #TolakRUUTNI",bacaberita.id
@ChannelRedaksi,2025-03-20 19:25,"Satgas Yonif 642 Bantu Masyarakat Perbaiki Jalan Kampung di Teluk Bintuni bacaberita.id/satgas-yonif-6… 
#TNI #TNIProfesional #tniad #Papua #papuankri #TolakRevisiUUTNI #IndonesiaGelap #TolakDwifungsiABRI #PeringatanDarurat #TolakDwifungsiTNI #RUUTNI #RUUTNISesuaiReformasi",bacaberita.id
@ChannelRedaksi,2025-03-20 19:11,"TMMD ke 123 Natuna , Bazar Murah dan Baksos Kes ‘Diserbu’Ratusan Warga bacaberita.id/tmmd-ke-123-ba…
#TMMD #tni #tniad #Indonesia #Mahasiswa #TolakRevisiUUTNI #TolakDwifungsiTNI #PeringatanDarurat #IndonesiaGelap #RUUTNI #RUUTNISesuaiReformasi #TolakDwifungsiTNI",bacaberita.id
@ChannelRedaksi,2025-03-20 18:55,"Resmi Tutup TMMD ke-123 di Morowali, Kasad: TNI Hadir untuk Pembangunan dan Kesejahteraan Rakyat bacaberita.id/resmi-tutup-tm…
#TNI #tniad #TMMD #Mahasiswa #PeringatanDarurat #IndonesiaGelap #TolakRevisiUUTNI #RUUTNI #RUUTNIPerkuatNKRI #RUUTNISesuaiReformasi #TolakDwifungsiTNI",bacaberita.id
@kodim1418mamuju,2025-03-20 16:20,"Pangdam XIV/Hasanuddin Kunjungi Kodim 1418/Mamuju, Gelar Baksos untuk Tukang Becak

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim1418/Mamuju
@kodim1418mamuju,2025-03-20 16:18,"“Pangdam XIV/Hasanuddin Tinjau Ketahanan Pangan Korem 142/Tatag Dan Kodim 1418/Mamuju, Dukung Swasembada Pangan Nasional”

#tniad 
 #dispenad 
 #puspentni 
 #TNIindonesia
 #kodam14hasanuddin",Kodim1418/Mamuju
@AlorKodim,2025-03-20 15:18,"Dandim 1622/Alor Hadiri Apel Gelar Operasi Kepolisian Terpusat “KETUPAT” 2025.

Penulis: FaisalMuhammad 
(Pendim1622/Alor)
#tniad 
#tniprima 
#tnibersamarakyat 
#tnidihatirakyat
#tnimengabdi 
#prajaraksakaperdulirakyat
Cek berita selengkapnya disini>>
gentra.co.id/dandim-1622-alo…",Kodim 1622 Alor
@Jurnalpatroli_,2025-03-20 14:37,"jurnalpatrolinews.co.id/pusp…  Kepala Staf Angkatan Darat (Kasad) Jenderal TNI Maruli Simanjuntak, M.Sc. menegaskan komitmen TNI AD #kasad #tniad #dispenad #tni #sulteng",JurnalPatroliNews
@Jurnalpatroli_,2025-03-20 14:23,"jurnalpatrolinews.co.id/pusp… Satgas Yonif 715/Mtl melaksanakan kegiatan Komunikasi Sosial untuk membantu kesulitan dan mendengarkan keluhan masyarakat binaan di sekitar Talilime Distrik Mulia, Puncak Jaya #papua #tniad #tni #puspentni",JurnalPatroliNews
@kodam_mlw,2025-03-20 13:20,"Nunukan – Satgas Pamtas Yonarmed 11 Kostrad Gagalkan Pemberangkatan Dua CPMI Ilegal ke Malaysia di Pelabuhan Tradisional Somel, Kec. Sebatik Utara, Kab. Nunukan, Kalimantan Utara, pada Kamis (20/03/25).

#kodamvimulawarman
#tniad
#tniprima",Kodam VI/Mulawarman
@kodam_mlw,2025-03-20 13:09,"Balikpapan – Penutupan TMMD Ke-123 Tahun 2025 di Balikpapan, Kodam VI/Mulawarman Serahkan Hasil Pembangunan Untuk Masyarakat, Kamis (20/03/25).

#kodamvimulawarman
#tniad
#tniprima",Kodam VI/Mulawarman
@kodamhasanuddin,2025-03-20 11:33,"Aspers Kasdam XIV/Hasanuddin Ikuti Sosialisasi Perubahan Suku Bunga KPR TWP AD Secara Virtual

 “Sosialisasi Virtual KPR TWP AD: Langkah Strategis TNI AD dalam Penyediaan Perumahan Prajurit""

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@kodamhasanuddin,2025-03-20 10:49,"Kasdam XIV/Hasanuddin Ikuti Puncak Acara Rakornas PB Tahun 2025 Secara Virtual

“Rakornas PB 2025 Dorong Kesiapan Daerah dalam Menghadapi Ancaman Bencana”

#tniad
#dispenad
#puspentni
#TNIindonesia",Kodam Hasanuddin
@kontekscoid,2025-03-20 10:44,"#konteksinfo - Jumlah Pasukan Tentara Indonesia Terbanyak di ASEAN! (zd)

#TNI #TNIindonesia #Tentara #TentaraIndonesia #TNIAD #TNIAL #TNIAU",Kontekscoid
@Kodim_Tator,2025-03-20 09:11,"Babinsa Koramil 1414-09/Saluputti Sertu Suhardi melaksanakan kegiatan Hanpangan tanam padi bersama maayarakat di Kelurahan Malimbong, Kec. Malimbong Balepe, Kab. Tana Toraja.
Kamis, 20/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@ditkumad,2025-03-20 08:35,"Ditkumad Selenggarakan Bimtek Peraturan di Lingkungan TNI AD 

#tniprima #tniad #tnikuatbersamarakyat 
#korpschk #korpshukumtniad #armylegalservice #penditkumad #bimtekperaturantniad #subditundang 

facebook.com/share/p/18kQbAt…

instagram.com/p/DHahu33ypFb/…",DITKUMAD
@1420_sidrap,2025-03-20 08:23,"Babinsa Kelurahan Rappang, Koramil 1420-06/Panca Rijang, Sertu Alimuddin, melakukan pemantauan harga dan ketersediaan bahan pokok di Pasar Sentral Rappang, Kab Sidrap, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim 1420 Sidrap
@takalar_kodim,2025-03-20 08:04,"Ketua Persit KCK Cabang XXXIV Dim 1426 Koorcab Rem 141 PD XIV Hasanuddin Pimpin Ziarah Rombongan HUT Persit Ke-79

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@takalar_kodim,2025-03-20 07:54,"Personel Koramil 1426-06/Mapsu Bersama Warga Kerja Bakti Bersihkan Selokan Dan Bahu Jalan 

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim_Takalar
@puspom_tni_ad,2025-03-20 07:46,"Ws. Danpuspomad Laksanakan Safari Ramadhan Di Pomdam Jaya/Jayakarta

#tniadprima 
#tniadmengabdimembangunbersamarakyat 
#tniad 
#pomdamjaya",puspom_tni_ad
@Cakra_Kostrad,2025-03-20 07:09,"Yonif 303 Kostrad Gelar Upacara Korps Pindah Satuan, Penghormatan bagi Prajurit
@Puspen_TNI @tni_ad @divif_1_kostrad @divif2kostrad @divif3kostrad #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",Kostrad
@Cakra_Kostrad,2025-03-20 07:09,"Denpom Divif 2 Kostrad Menggelar Sosialisasi Safety Riding dan Safety Driving Satuan Jajaran Divif 2 Kostrad
@Puspen_TNI @tni_ad   #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",Kostrad
@Cakra_Kostrad,2025-03-20 07:08,"Divisi Infanteri 1 Kostrad Gelar Peringatan Nuzulul Qur’an, Teguhkan Keimanan di Bulan Suci Ramadhan
@Puspen_TNI @tni_ad @divif_1_kostrad @divif2kostrad @divif3kostrad #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",Kostrad
@Cakra_Kostrad,2025-03-20 07:07,"Penyuluhan Hukum Kepada Prajurit dan Persit Menarmed 2 Kostrad
@Puspen_TNI @tni_ad @divif_1_kostrad @divif2kostrad @divif3kostrad #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",Kostrad
@Cakra_Kostrad,2025-03-20 07:06,"Jelajah Medan, Cara Prajurit Yonif 754 Kostrad Menunggu Buka Puasa
@Puspen_TNI @tni_ad @divif_1_kostrad @divif2kostrad @divif3kostrad #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",Kostrad
@Cakra_Kostrad,2025-03-20 07:05,"Dansatgas Pamtas Yonarmed 11 Kostrad Hadiri Bersih-Bersih di Lapas Nunukan dalam Peringatan Hari Bhakti Pemasyarakatan ke-61
@Puspen_TNI @tni_ad  #tni #tniad #Kostrad #Cakra   #kostradpeduli #kostradberbagi #TNIADMengabdiDanMembangunBersamaRakyat #penkostrad",Kostrad
@Kodim_Tator,2025-03-20 06:14,"Babinsa Koramil 1414-08/Bonggakaradeng Koptu Aweng melaksanakan kegiatan ketahanan pangan jemur gabah padi bersama Masyarakat binaan di Dusun Bombong Lembang/Desa Rano Tengah Kec. Rano Kab. Tator
Kamis, 20/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@Kodim_Tator,2025-03-20 06:10,"Babinsa Koramil 1414-01/Makale Sertu Kornelius melaksanakan komsos bersama Masyarakat binaan di Kel. Manggau Kec. Makale Kab. Tana Toraja.
Kamis, 20/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@Kodim_Tator,2025-03-20 06:07,"Personil Koramil 1414-09/Saluputti gotong royong bersama dengan masyarakat bersihkan ruas jalan poros bertempat di Lembang Lemo Menduruk, Kec. Malimbong Balepe, Kab. Tana Toraja.
Kamis, 20/03/2025

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim Tator
@kodimainjai,2025-03-20 05:52,"Kodim 1424/Sinjai Berikan 20 Paket Sembako kepada Warga yang Membutuhkan dalam rangkaian penutupan TMMD ke-123. di Lapangan Sepak Bola Desa Lamatti Riaja, Kecamatan Bulupoddo, Kabupaten Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-20 05:48,"Irdam XIV/Hasanuddin Didampingi Dandim 1424/Sinjai Meninjau Infrastruktur Jembatan Hasil TMMD ke-123 di Desa Lamatti Riawang, Kecamatan Bulupoddo, Kabupaten Sinjai, Kamis (20/03/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-20 05:38,"Irdam XIV/Hasanuddin Tinjau Sumur Bor Hasil TMMD ke-123 Kodim 1424/Sinjai di Desa Lamatti Riawang, Kecamatan Bulupoddo, Kabupaten Sinjai, Kamis (20/03/2025)

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-20 05:34,"Penandatanganan Naskah Berita Acara Penyerahan Hasil Kegiatan TMMD ke-123 Kodim 1424/Sinjai.  pada upacara penutupan TMMD di lapangan Sepak Bola Desa Lamatti Riaja, Kec Bulupoddo, Kab Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-20 05:29,"Kodim 1424/Sinjai Gelar Pasar Murah dalam Rangka Penutupan TMMD ke-123 di Lapangan Sepak Bola Desa Lamatti Riaja Kec Bulupoddo Kab Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@KodamKasuari,2025-03-20 05:25,"Babinsa Koramil 1802-06/Klamono Sertu Mahmud monitoring wilayah binaan dan menghadiri kegiatan KKN Mahasiswa Mahasiswi merupakan program kampus universitas kedokteran UNIPA kabupaten sorong  yang mana setiap tahunnya dilaksanakan setiap Desa/Kelurahan yang ada.

#TNIAD",Kodam XVIII/Kasuari
@kodimainjai,2025-03-20 05:23,"Kodim 1424/Sinjai Gelar Bakti Sosial Pengobatan Massal dalam Penutupan TMMD ke-123 di Desa Lamatti Riaja, Kecamatan Bulupoddo, Kabupaten Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@penrem_051,2025-03-20 05:16,"Kodim 0509/Kab.Bekasi: Pembuatan Akte Kelahiran untuk Anak anak Panti Asuhan

#puspentni #tni_angkatan_darat #tniadprima #tniad #dispenad #kodam_jayakarta",KOREM 051 WKT
@kodimainjai,2025-03-20 05:15,"Pasiren Korem 141/Tp, Mayor Inf Arfad Maudjik, S.Ag, Bertindak sebagai Komandan Upacara pada Penutupan TMMD ke-123 di Wilayah Kodim 1424/Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@WajoKodim,2025-03-20 05:13,"Babinsa Koramil 1406-10/Pitumpanua Ajak Warga Pererat Silaturahmi di Bulan Ramadhan
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@15Malili,2025-03-20 05:13,"Serka Ruswanto Babinsa Tawakua Koramil 1403-15/Malili awasi panen dan  Penimbangan Gabah Petani guna Mendukung program ketahanan pangan nasional dengan harga timbang per kilogram 6.500.00' di Desa Tawakua Kec Angkona Kab Luwu Timur 
#tniad 
#puspentni 
#dispenad",Koramil 1403-15 Malili
@WajoKodim,2025-03-20 05:13,"Babinsa Koramil 1406-09/Sajoanging Pantau Harga Sembako di Pasar Jalang Jelang Idulfitri
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-20 05:12,"Babinsa Koramil 1406-07/Takkalalla Dampingi Penimbangan Gabah Petani di Kelurahan Solo
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@KodamJayakarta,2025-03-20 05:11,"Buka Puasa Bersama Batalyon Arhanud 6/BAY

@yonarhanud6 

#tniad #tniadprima #kodamjaya",Kodam Jaya/Jayakarta
@kodimainjai,2025-03-20 05:11,"Dandim 1424/Sinjai Bacakan Laporan Hasil TMMD ke-123 Kodim 1424Sinjai dalam Upacara Penutupan di Desa Lamatti Riaja, Kecamatan Bulupoddo, Kabupaten Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@WajoKodim,2025-03-20 05:10,"Babinsa Koramil 1406-08/Sabbangparu Berikan Bantuan Sembako kepada Warga Kurang Mampu
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-20 05:08,"Babinsa Koramil 1406-06/Pammana Koordinasi dengan Apdes dan Kapoktan Bahas Solusi Pertanian
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-20 05:07,"Babinsa Koramil 1406-05/Majauleng Jalin Silaturahmi dengan Guru dan Siswa MA As'adiyah Atapange
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-20 05:07,"Babinsa Koramil 1406-04/Belawa Ingatkan Warga Waspada Banjir dan Longsor di Desa Lautang
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-20 05:04,"Babinsa Koramil 1406-02/Tanasitolo Bantu Petani Panen Padi di Kelurahan Tancung
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@WajoKodim,2025-03-20 05:03,"Koramil 1406-01/Tempe Gelar Karya Bhakti Bersihkan Saluran Air di Kelurahan Siengkang
#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim Wajo
@KodamJayakarta,2025-03-20 04:41,"Penyerahan Alat Angkut Air Bantuan Panglima TNI

@puspentni 

#tniad #tniadprima #kodamjaya",Kodam Jaya/Jayakarta
@kodimainjai,2025-03-20 04:02,"Irdam XIV/Hsn, Brigjen TNI Berlin Germany, S.Sos., M.M., C. Fr.A Bertindak Sebagai Inspektur Upacara pada Penutupan TMMD ke-123 Kodim 1424/Sinjai, Kamis (20/3/2025).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-20 03:58,"Upacara Penutupan TMMD ke-123 Kodim 1424/Sinjai di Lapangan Sepak Bola Desa Lamatti Riaja Berlangsung Khidmat di Lapangan Sepak Bola Desa Lamatti Riaja, Kecamatan Bulupoddo, Kabupaten Sinjai,  Kamis (20/3/2024).

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@kodimainjai,2025-03-20 03:52,"Komandan Satgas TMMD ke-123 Kodim 1424/Sinjai Paparkan Hasil Pelaksanaan Program kepada Irdam XIV/Hasanuddin terkait pelaksanaan program TMMD ke-123 di wilayah Kodim 1424/Sinjai, Rabu (19/3/2025) sore.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
@AlorKodim,2025-03-20 03:37,"Tingkatkan LTT, Babinsa Bersama Petani Tanam Padi di Desa Nailang

#tniad 
#tniprima 
#tnibersamarakyat 
#tnidihatirakyat
#tnimengabdidanmembangunbersamarakyat
#prajaraksakaperdulirakyat

Cek berita selengkapnya disini>>
suararossa.com/tingkatkan-lt…",Kodim 1622 Alor
@KasuariRindam,2025-03-20 03:08,"Pembenahan Lapangan Tembak Pistol Silas Papare

#tniad #puspentni #kodamxviiikasuari 

@tni_angkatan_darat @puspentni @KodamKasuari",RINDAM KASUARI
@1420_sidrap,2025-03-20 02:54,"Babinsa Koramil 01/Panca Lautang  Bersama Poktan  Gotong Royong Bersihkan Saluran Irigasi.
Kamis  (20/03/2025). 

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin
#korem141toddopuli",Kodim 1420 Sidrap
@kodimainjai,2025-03-20 02:25,"Babinsa Koramil 04/Sinjai Timur Kodim 1424/Sinjai Dampingi Petani Panen Padi di Desa Tongke-Tongke, Kecamatan Sinjai Timur, Kabupaten Sinjai.

#tniad
#dispenad
#puspentni
#TNIindonesia
#kodam14hasanuddin",Kodim 1424 Sinjai
