username,date,tweet
@cipOlsit3,2024-08-06 20:11,demi allah kmrn lgsg tidur anjir..
@grscpk,2024-08-06 19:29,"coy, kita kan lagi closingan mpkmb"
@clyonomist,2024-08-06 19:13,Kyknya mpkmb nanti ngundang windah gusy
@goldenfairyyy,2024-08-06 19:08,hwaaa aku kangen jadi panitia relasi MPKMB 60 tahun lalu🥹❤️
@goldenfairyyy,2024-08-06 19:03,"baru liat update-an MPKMB 61 day 1..
keren sekalii narsumnya Mba Najwa, Kak Putri Tanjung dan Kak Cinta Laura😍 
C'mon keep showing ur light, MPKMB 61🤝🏻🌹⚘️🌷"
@hellowmarseu,2024-08-06 19:02,KO MPKMB BLEH BAWA HP BJIRRRRRR SEKARANG 😔😔😔😔
@xchiggarates,2024-08-06 18:51,"gais aku literli ga tidur, doain mpkmb besok ga tumbang ya"
@frrlrendy,2024-08-06 17:33,"mpkmb tahun ini pematerinya gacor amat, baru day 1 padahal"
@ipb_menfess,2024-08-06 16:36,"Punten liat para maba sore sore mukanya udah pada lesu, kucel, trs jalan kaki gitu. Gw sebagai mahasiswa tua merasa kasian, rasanya pengen adopsi trs gw mandiin abistu gw simpen dilemari 😭😭. Dek....mpkmb cape bgt ya???"
@doyeonipb,2024-08-06 16:18,yang mpkmb online dulu dapet hikmahnya aja
@alexxalbon,2024-08-06 16:14,"Gue sedih deh, gue jadi ngebayangin hari terakhir mpkmb"
@mutjuukyuu,2024-08-06 15:57,"wlupun ngemil, mkn telat ga karuan yg penting konsum mpkmb enak (perbaikan gizi besar2an) LOVE IT"
@alesplacee,2024-08-06 15:51,kak rasya medis mpkmb sv ipb 61 mau jd cowokku gak
@menisyong,2024-08-06 15:36,"DAY 1 MPKMB 
PECAH BANGET ZUZUR KEREN NISKALA🤘🏻🪵‼️"
@rayiinaa,2024-08-06 15:31,"mpkmb cape bgt ajgg pdhl duduk doang, gw selemah itu kh"
@rayiinaa,2024-08-06 15:27,knp mpkmb bikin muka gw tambah breakout
@jielineestudy,2024-08-06 15:25,hii theo gimana mpkmb nya
@ourhappinessss_,2024-08-06 15:24,DAY 1 MPKMB IPB 61😻😻💙💙💙😋😋😋😋💍💍💍💍👏👏👏👏
@tasmoniaa,2024-08-06 15:15,"Punten, pls tell me kalau naksir peserta mpkmb tuh wajar, plsss tell me that it's just a phase dan gaakan bertahan lama. Gamau naksir pesertaaa banyak saingannyaa... Tapi... dek kamu keren bgt😍😍"
@repssbewwy,2024-08-06 15:09,"gua dulu pas mpkmb kemana yaa, knp malah ga aktif nge twtttttt pdhl kann bisa jadi kenang""an gua misuh-misuh pas mpkmb era"
@jhousespicy,2024-08-06 15:01,Dua2nya puyeng 😭😭😭😭 ia mks ia naii smgt juga mpkmb nyaaa 😭😭😭💗💗💗
@chasedeadg,2024-08-06 14:59,syemangat menjalani mpkmb😢🫰
@ipb_menfess,2024-08-06 14:59,"Punten, pls tell me kalau naksir panitia mpkmb tuh wajar, plsss tell me that it's just a phase dan gaakan bertahan lama. Gamau naksir panitiaaa banyak saingannyaa... Tapi... Kak kamu keren bgt😍😍"
@eunwooipb,2024-08-06 14:52,seruan mpkmb rill
@glorievs,2024-08-06 14:51,yakan…. mpkmb lebih cape duduknya drpd mobilisasinya
@faarstudy,2024-08-06 14:51,"Liat postingan anak anak ipb 61 yang MPKMB langsung nyesek di hati wkwk, ipb taun depan terima aku lagi yaa tapi terimanya di utbk aja 😊"
@zwvorz,2024-08-06 14:49,"eh konsum mpkmb sv stop lewat tl pls, iri"
@scndstff,2024-08-06 14:47,padahal aku pen bikin recap mpkmb day-1 TP TERNYATA CAPEK BGT ga jd😞
@rsktchie,2024-08-06 14:46,hari hari iri liat mpkmb ipb 😤🤏
@adee_zhaa,2024-08-06 14:46,"Lagi dengerin materi MPKMB pas siang, tiba² kepikiran ""keknya keren kalo bikin baju inspired by all Bimantara"""
@ipb_menfess,2024-08-06 14:39,"Punten shock sekali hbs nemeuin akun alter temen sender. selama ini aktif di organisasi panit gede kaya ormawa, mpkmb dkk nya ternyata kelakuan aslinya se menjijikkan itu. Cara cut off nya gimana y…?"
@cindeeere,2024-08-06 14:36,"sedihnyoo, mpkmb ga di gww wisuda pun ga di gww :("
@jhousespicy,2024-08-06 14:35,WAKAKAKAKAKAK IYA LG gpp lah ya misuh2 pas mpkmb tp konsumnya hokben sm holland 🤩🤩🤩🤩🤩
@raasanshine,2024-08-06 14:33,eh gua wktu jaman mpkmb juga mikir mau jadi pjk tapi larinya malah ke kreatif😭😭😔🫃🫃 (msih ingin mnjd pjk tp kpn)
@llyyytn,2024-08-06 14:30,"buat kakak yang boncengan naek motor cbr repsol di dramaga tadi pagi, yang triak nyemangatin “semangat mpkmb nya” ke aku dan temen ku (kenceng bet kaget mana lagi sepi)

Makasih yaaaak, mood booster bgt pagi pagi"
@psycholgurl,2024-08-06 14:29,Tebak tebakan konsum mpkmb besok yuk ☝🏻 kalo kata ak si solaria 🙂‍↕️
@peachymbis,2024-08-06 14:24,"day 1 mpkmb sv ipb SERRRRUUUUU 🤏🏻🤏🏻🤏🏻 kaka panitiaa nyaa baikkk sekalii, minum aja diambilin 🥹🥹🥹"
@amarymone,2024-08-06 14:21,mpkmb sv ipb day 1 ⊹ 𐙚
@rezonaldoo_,2024-08-06 14:21,"tadi kocak bener dah ""Dilarang cinlok di masa MPKMB #IdihSebell"" wowkwkaowkwkw"
@8thdegrees,2024-08-06 14:18,DARI PANCASILA KE SIKSA NERAKA TRS NYANYI IBU PERTIWI?????? Hiburan mpkmb hari ini ☝🏻
@onnamlfoy_zee,2024-08-06 14:14,Ka Cinta di MPKMB IPB 61 🤩❤️
@jasmiceng,2024-08-06 14:12,kangen mpkmb 60 HUFT
@jsboyfie,2024-08-06 14:08,@kchooya mpkmb pas itu dapet nya apa kak 😭 55 sama 59 kayaknya dapet hikmah nya aja wkwk
@astronotcentil,2024-08-06 14:05,MPKMB belum selesai tapi ak udh pengen jadi Cinta Laura ❤️
@onmyprogress,2024-08-06 14:05,Walo belum ikutan krn sakit tp ikut sakit hati 😭 sangat iri kasian yg dramaga 😭 mana katanya acarnya basi ya allah @/panitia mpkmb
@byelvve,2024-08-06 14:03,"ihh baru taau kakak panit mpkmb, keren sekaliii🌟"
@aissyyyaipibi,2024-08-06 14:01,semoga besok pas mpkmb day 2 dah sembuh deh😔😔
@dignifiedlady_,2024-08-06 13:59,Demi apapun abis balik mpkmb gw langsung mandi jir stinky aefff stelah  almost 14 jam 😭😭😭
@coupernicium,2024-08-06 13:58,"aku mau cerita kebaikan kakak medis yang udah kayak ibu peri. jadi tadi aku udah siap bgt tuh mpkmb dengan BANYAK SOP NYA. aku jalan di barisan mapit udah gitu paling belakang. pas jalan baru depan pos satpam asrama, GOODIE BAG KU ROBEK???? trs semua barang kececer dimana mana"
@amorrozs,2024-08-06 13:58,"update after MPKMB IPB 61 Day 1.
Seruuuu POLLLLL!!! dari awal sampe selesai semeriah itu acaranya. Siapa sangka kedatangan Mba Nana sama Ka Cinta ((kek kenal deket bgt panggilannya)) jadi pembicara kuliah umum di Day 1 ini?!!"
@shevakamila,2024-08-06 13:57,"mpkmb seru bgt tp gasuka gue punya asma dikasi pita trs dipisahin, aneh bgt huhu ya walaupun tujuannya care yaa"
@axapenghunimars,2024-08-06 13:57,"aku selaku perwakilan kisah semesta mengucapkan terimakasih, dan semangat mpkmb nya buat kalian🤩🤩🙌🏻"
@kaedeharv,2024-08-06 13:49,kangen mpkmb :(((
@dea_bukandhea,2024-08-06 13:48,"dih mpkmb skrgg pembicara nya najwa shihab sama cinta laura. kok jaman w gak beginii. baru hari pertama ni, kita liat hari selanjutnya"
@rutoipb,2024-08-06 13:47,"kakak kakak medis mpkmb 61, sehat selalu ya kak 🥺🥺🥺 makasi udh care banget pls, makasi sdh membuat aku as mapit ga terlalu ngerasa minder 😣"
@jijellipebe,2024-08-06 13:47,apa dah kocak mpkmb sv kelarnya malem amat ga kayak dramaga jam 4 udh kelar
@mingyuipb,2024-08-06 13:41,abis mpkmb gw balik ke rumah gak balik bogor lagi
@amarymone,2024-08-06 13:40,mpkmb ipb : berangkat gelap pulang gelap
@xowiecat,2024-08-06 13:39,Angkatan mpkmb online can't relate🥲
@wholeluve,2024-08-06 13:38,"salah emg kalo lihat tiktok skrg' tuh, mpkmb ipb semua fyp ak🙂‍↔🙂‍↔🙂‍↔"
@urjiiinji,2024-08-06 13:34,abis mpkmb gw rest 1 tahun
@rjanne17,2024-08-06 13:25,eh sedih deh besok terakhir mpkmb
@zkyaaz,2024-08-06 13:23,day 1 MPKMB aja udah sekereenn itu apalagi selanjutnyaa🥹🥹🥹 pls ipb keren banget terharuu dehh☹️🥺😍
@babiesyoda,2024-08-06 13:20,isi tl awk penuh asupan sv sama spam day 1 mpkmb😁
@ssweetolive,2024-08-06 13:20,mpkmb sv ipb day 1 seruuuuwwww
@naylastudy_,2024-08-06 13:19,mpkmb sv ipb day 1
@adeliameong,2024-08-06 13:18,"Recap mamam mpkmb sv 61, enyak smuwaa DAN YANG UNEXPECTEDLY ENAK ADALAH TOPOKKI SNACK NYA?!?!"
@cemumsky,2024-08-06 13:17,Mpkmb taun depan prilly dah ini
@juymengs,2024-08-06 13:16,MAUU IKUT MPKMB '62 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
@stabiloveu,2024-08-06 13:16,mpkmb day 1 ku beri rate 10/10
@stabiloveu,2024-08-06 13:15,JUJUR MPKMB DAY 1 KEREN BANGETTT??!!! love banyak banyak buat kakak panitia! Semua acaranya kerennnn tapi bagian ini mnurutku paling seru soalnya betasa di prank tp prank yang menyenangkan!!!!!! apalagi bagian erornya keren aja mnurutku ah tp emg sepanjang acara keren keren sih
@coupernicium,2024-08-06 13:13,pagi pagi aku kesel soalnya GOODIE BAG KU PUTUS??? trs pas opening di gww aku nangis soalnya terharu bgt gak nyangka bisa duduk di gww ngikutin mpkmb oww:( terus HAPPY BGT PERANG JARGON DAN BANYAK KEJUTANNYA😭👍🏻 harapan hari kedua semoga lancar gak ada kendala sama tetep sehat si
@shigatsuww,2024-08-06 13:13,dana mpkmb ipb abis buat guest star ege makanya makan siang nya hokben kw mana acarnya basi😭😭😭
@katshyck,2024-08-06 13:13,top 3 kebanggaan warga sv saat mpkmb (kenyang perut cuy)
@sukalinjur,2024-08-06 13:12,dibikin kenyang sama mpkmb sv ipb
@bonfirekiss,2024-08-06 13:11,Mpkmb tiap hari boleh gak tapi bagian makan aja
@mzzrke,2024-08-06 13:10,"tadi pas masuk ke gww gua nangis 😀😀 dalem hati gua ""gua serius bisa duduk disini, bisa ikutin rangkaian mpkmb ipb"" KAYA GA NYANGKA"
@ataa134,2024-08-06 13:07,kelar mpkmb gue 24 jam di hs gpp dah
@1OM0NTHSLOVE,2024-08-06 13:05,konsum mpkmb sv top markotop jaya slalu
@1OM0NTHSLOVE,2024-08-06 13:05,begitulah kira kira potret kicil mpkmb hari ini ⭐️_____⭐️
@Wilsyad1,2024-08-06 13:04,"anak 61 ayo dongg ceritain gimana hari pertama MPKMB nya
seseru apa sih? 
sekaget apasih tadi sama guest starnya? 
sama harapan buat hari kedua apa?"
@llyyytn,2024-08-06 13:04,debut di ig mpkmb😋
@swidyam,2024-08-06 13:00,anak nararya nnti dlu yh cinlokny nunggu selese mpkmb aja😉
@xnxyllzr,2024-08-06 13:00,"jujur panitia MPKMB 61 gokiel banget kayak dikasi surprise beruntun cuyyy.
makasih kaka-kaka panitia semuaa🫶🏼
semangatt🤩"
@adliaprtw,2024-08-06 12:56,"lagi cape pulang kerja kea gini, terus liat sg temen lagi pada mpkmb. aku juga mau ya Allah:)"
@mthrismotherin9,2024-08-06 12:55,mpkmb gw gadapet hokben
@babiesyoda,2024-08-06 12:54,"TIBA” CINTA LAURAA, BANYA BANGET GEBRAKAN MPKMB😭😭😭🫰🏻🫰🏻"
@shinysunbreezee,2024-08-06 12:53,smgt kakak kakak panitia mpkmb 61 semoga malem ini kalian bisa istirahat yawww
@IPBbercanda,2024-08-06 12:49,SILAKAN CERITAKAN MPKMB KAMU HARI INI!!!!!
@xchiggarates,2024-08-06 12:48,"seruu banget mpkmb sv nya, tapi pengen didatengin mba nana juga plis........"
@auliandnrlb,2024-08-06 12:47,Ya allah dek…. Kenapa baru masuk pas udah mpkmb…. 😭
@peachhyypeaachh,2024-08-06 12:45,"1000000/10
astaga kakak kakak panit mpkmb 61 kereen polll, sumpah tingkat kekerenan nya gabisaa didefinisikan, NARASUMBERNYA KEREN KEREENNN POLL ASTAGA (MAW NANGISSSS), KAKAK KAKAK PJK RAMAH POLLL JUGAAAKKK WAWAWAAWW (terimakasi suda diberi sendok soalnya td ak enggk dapet kak)😭"
@kikiozon,2024-08-06 12:45,besok batiknya boleh ga klo gaada kantong?😔 #mpkmb
@toslesjours,2024-08-06 12:45,wajar ga sih nangis garagara ngeliat yg lain dijemput pulang mpkmb dan gaada siapa2 di kost 😭
@asykth,2024-08-06 12:44,"kangen mpkmb huft, pengen masuk IPB lagi tapi mpkmb nya aja"
@peachhyypeaachh,2024-08-06 12:43,OOIYAAA MAU RATEEE MPKMB HARI INI
@hwisun,2024-08-06 12:40,gw emosional bgt bjir pas opening mpkmb 🥹🥹🥹 kek ini rasanya diterima di dream univ dream major 🥹🥹🥹 trs kesedihan gw 3 taun lalu terbayarkan skrg
@_bunnylatte,2024-08-06 12:40,H-1 MPKMB SV IPB cape banget ya Allah ya Allah ya Allah
@aksyojmoon,2024-08-06 12:38,Gengs rekomendasi lagu buat up story mpkmb dong........masih ada 4 hari lagi
@rektoripb,2024-08-06 12:38,mpkmb blum selesai tapi ak udah pengen jadi panitia 😭😭😭😭😭😭😭😭
@pipiah_,2024-08-06 12:37,"1000000000/10 untuk mpkmb sv ipb day 1 thank u so much buat kakak"" panitiaa😻💗🫰🏻🫰🏻🫰🏻🫰🏻

semoga bsk bisa lebih seru lgi yaa... 
selamat beristirahat all"
@coconatir,2024-08-06 12:36,"jangan dong, itu hari closingan mpkmb 😔"
@24whoran,2024-08-06 12:36,mestinya abis mpkmb ada libur sebulan
@maunan14,2024-08-06 12:34,kalo yg isi konser penutupan MPKMB IPB 61 itu The Jansen gua gaterima bgt 😄
@woopyfloopy,2024-08-06 12:28,jadi kepikiran ipb abis berapa ya mpkmb.....
@sprinxlee,2024-08-06 12:25,MPKMB 61 MANAAA HOKBENNYA
@nayalolosutbk25,2024-08-06 12:24,luar biasa mpkmb hri ini cuy tp pegel bujur😅😅😅😅
@xartemn,2024-08-06 12:20,"AAAAAA WHYSJEHEJEU GA MAU SELESAI MPKMB TERUS ASING AMA TEMEN2 NOOO AAAAAAA IPB WHYYYY

asing ama itu juga🙁 i have to make the most selama mpkmb"
@agreekalcer,2024-08-06 12:20,ini omset umkm di bara berapa ya mpkmb gini
@xchiggarates,2024-08-06 12:20,"KONSUM MPKMB SV IPB GACOR
1. Snack pagi = Holland Bakery 
2. Lunch = Hokben 
3. Snack sore = Merdeka"
@zwvorz,2024-08-06 12:19,cintaku bersemi di mpkmb
@cheyiue,2024-08-06 12:13,"ga ngerasa capek samsek mpkmb, krn hal ini g bakal keulang 2x kecuali ngulang thn depan 😭🙏🏻"
@zwvorz,2024-08-06 12:11,siapa sangka deh mpkmb day 1 ngundang mba nana sm ka cinta laura.....
@_ezalev,2024-08-06 12:03,Udah angkatan 61 tapi jingle MPKMB masih belum ada yg ngalahin 53 😎
@aryagapakevasco,2024-08-06 12:03,Dirumahh😭🙇🏻‍♂️liatt MPKMB lewatt SG 🏃🏻‍♂️
@jenoskhb,2024-08-06 12:03,"rate mpkmb day 1 menurutmu dong, kalo versiku 100/10 superr seru narsumnya ga main main cuy,,, cuma gww nya agak sempit aja"
@aya_diaries,2024-08-06 12:01,ih astaga tadi aku baru pulang dari mpkmb di jalan ada yang pingsan KASIAN BGT
@nattenotflaw,2024-08-06 11:58,Kok bs ya ada yg cinlok pas mpkmb
@etdahwkwk,2024-08-06 11:56,Mpkmb keren tp gw maba pita ELAH
@meteorhologi,2024-08-06 11:52,"guest star mpkmb day selanjutnya yg sy impikan: fedi nuril, jovial da lopez, zhafira aqyla, vina muliana, kak sarah/kak ficky coc"
@nnaaninuu,2024-08-06 11:51,"jadi kk kk panit mpkmb kyknya lebih cape😓😓😓 mereka keren keren bngtt, sangatt sigap dan gercep... MAKASIHH YAA KAKAK KAKAKK!! jangan lupaa jaga kesehatann🤍🤍"
@sugaipb,2024-08-06 11:48,"Ini po mpkmb kh??, Tanyain aje dah, ntar gmna"" gtu"
@aryagapakevasco,2024-08-06 11:43,Dekoran MPKMB kerenn teruss🧟‍♂️👹❤‍🩹
@commstood,2024-08-06 11:41,assalamualaikum mpkmb kena mental🙏🏻
@psycholgurl,2024-08-06 11:37,"Konsum SV IPB day 1 MPKMB ❤️ 
Perbaikan gizi untuk anak kos 🫰🏻🥺 thank you ipb"
@hiatgss,2024-08-06 11:36,edisi abis mpkmb day one 🤓
@gryffindorivy,2024-08-06 11:34,yh seenggaknya ospek ini barengan sama mpkmb
@nipnif,2024-08-06 11:33,"MPKMB DAY 1 !1!1!1!
JUJUR INI KEDINGINAN BGT SOALNYA AIRNYA KYK ES😰😰😰😰"
@han1nnnnnn,2024-08-06 11:24,besok ada gebrakan apalagi yh dari mpkmb
@vairjys,2024-08-06 11:22,kak mpkmb sv ipb seru abiezzz gilak keren banget ga expect sekeren inih
@vanrachm,2024-08-06 11:21,shout out untuk seluruh kaka kaka panitia MPKMB karena baru hari pertama aja udah sekeren itu. sehat selalu kaka panitia yang kece dan keren🔛🔝
@theycallmepeka,2024-08-06 11:20,dokum day 1 - mpkmb 61!!!
@bluebeccies,2024-08-06 11:19,"sumpah.. day 1 mpkmb IPB hari ini gokil banget pliss, masih gak nyangka.."
@frsepii,2024-08-06 11:18,mpkmb day 1 mengoleksi banyak dakara core
@dishayangkamuu,2024-08-06 11:17,"bener cok, hokben bisa dibeli lain hari. tapi mpkmb dengan set dan gs yang keren ga bisa dibeli well😋🤘"
@urzmileygirl,2024-08-06 11:15,Iri bgt mpkmb Cinta Laura
@mingyuipb,2024-08-06 11:09,konsum ketiga day 1 mpkmb 😋
@mingyuipb,2024-08-06 11:07,konsum mpkmb gg 3x sehari jir gw kayaknya sampe kost gausah beli makan juga bisa
@maunan14,2024-08-06 11:06,"woi ini day 1 MPKMB IPB 61 narasumbernya udah se proper dan se elite ini bayangkan dari pagi sampe sore enjoy sama materi nya. Absen - absen ada Ibu Najwa Shihab, Kak Putri Tanjung, Pak Haidhar Wurjanto, dan Kak Cinta Lauraaa."
@alexxalbon,2024-08-06 11:06,"JINGLE MPKMB 61 ENAK BGT ANJIRRRR GW CINTA, MAKASIH KAKAK KAKAK YG BUAT JINGLE SE ENAK INI 😭😭😭😭😭😭"
@doospacee,2024-08-06 11:03,padahal nungguin windah muncul pas mpkmb 😔😔
@hwisun,2024-08-06 10:48,from jelajah ipb to mpkmb ipb 🥹
@cherrywaffle__,2024-08-06 10:46,maaf kalo kayak overproud mpkmb di sg anjir soalnya gue beneran BANGGA😭🫶🏻😭🫶🏻😭🫶🏻
@nightstars__,2024-08-06 10:44,"review mpkmb day 1, sangat seru tapi remuk sebadan"
@cheyiue,2024-08-06 10:43,woi gamon mpkmb day 1
@g0dzSake,2024-08-06 10:40,mpkmb day 1 gacorrrr
@woofyouu,2024-08-06 10:39,Buset MPKMB dari jam set 5 sampai jam segini gak kelar-kelar?
@sehatselaludir,2024-08-06 10:29,gokil ini mpkmb 61 narsum nya mahal² coy 😭😭😭😭🙏🏻🙏🏻🙏🏻
@simpforcake,2024-08-06 10:29,makin gong aje narsum mpkmb ini
@20ruinz,2024-08-06 10:26,narsum mpkmb gokil
@jinterstelar,2024-08-06 10:23,"Mpkmb sekarang sama tahun lalu asik betul, zaman gue mah boro boro ada artis"
@astronotcentil,2024-08-06 10:18,INI BAYAR UKT NYA BRAPA KAK INFOKAN MPKMB PREMIUM 😭😭😭
@lovesomely,2024-08-06 10:17,Gue nangis anjir mpkmb sv cokk
@mikkuuo,2024-08-06 10:16,anjir cl?? woii mau mpkmb lagi 😭
@pipiah_,2024-08-06 10:12,MPKMB SV IPB 61 paling top🥰👍🏻
@sapwwann,2024-08-06 10:11,"mpkmb  kalo bukan karena PJK paling baik sedunia, mending Dateng tanggal 12"
@upimhrm,2024-08-06 10:07,WOW mpkmb tahun ini cinta laura🤩
@architectuvre,2024-08-06 10:07,"mpkmb day 1 asik parah, gue tidur cuma pas ptr tnjg😁"
@yaiaiaaaaaa,2024-08-06 10:05,"(lagi beli makan di teteh)

👩🏻""baru pulan juga ya?""
👱🏻‍♀️""hah engga, km baru beres mpkmb yh??""
👩🏻""iyaa, kaka angkatan berapa""
👱🏻‍♀️""aku 59☺️☺️☺️""
👩🏻""😃☺️🥰""

GUE MERASA SANGAT TUA BERTEMU DENGAN 61😰😰😰"
@loadingsmh,2024-08-06 09:52,"walaupun pantat dan sikil kemeng, tapi mpkmb day 1 keren bangeettt wehhh 💯💯💯"
@minhalide,2024-08-06 09:50,day 1 mpkmb ipb 61 seru bgt oi 😻
@jiseokbogor,2024-08-06 09:49,YG GK KEBAGIAN HARI INI SANTAI AJAAA BESOK KU BAWA LAGIII (sampe hari terakhir mpkmb 👍👍)
@kleforlie,2024-08-06 09:48,abis mpkmb ajak aku jalan jalan PLIS ayo
@krabbypattyyums,2024-08-06 09:48,"feeling gua mpkmb 2 hari, cinloknya 2 semester sih"
@mingyufutsal,2024-08-06 09:37,"tadi ada yg hand bannermya tulisannya ""cinlok pas mpkmb? jangan ya dek ya"""
@ratuestteao,2024-08-06 09:34,"MPKMB DAY 1 KELAR !!

honestly capeknya tuhh cuma capek duduk. konsumnya juga cocok di lidah aku cuman sayang katanya saladnya basi ಥ⁠‿⁠ಥ but it's okay, karena ngundang najwa shihab, cinta laura, putri tanjung sama ceo teh indonesia udah keren bgt, trims ipb 💙"
@haec1an,2024-08-06 09:26,kapan lagi tiduran di gymnasium pas lagi mpkmb
@xartemn,2024-08-06 09:10,Crushing kakak pjk will end setelah mpkmb right...
@katshyck,2024-08-06 09:06,"sv hari pertama mpkmb langsung karaokean bareng (song ""ibu pertiwi"" by ismail marzuki)"
@woofyouu,2024-08-06 08:54,"Adek gweh lagi MPKMB, jadi throw back waktu gue terakhir MPKMB lagi ngapain gitu lupa eh pak jaim naik panggung trus dibubarin gitu aja wkwkwkwk ""dah sore dah lewat jam sholat ashar, banyak yang mau sholat. Panitia knapa nahan-nahan"" seingat gweh begini sih wkwkwkwk"
@yourlestrange,2024-08-06 08:47,"taun lalu maudy, taun ini cinta laura 😭 gacor kali mpkmb ini"
@nunuisarabbit,2024-08-06 08:44,tahun depan aku pastiin bakal ikutan mpkmb
@kqaayu,2024-08-06 08:42,jgn cinlok waktu mpkmb ya dek ya
@shyeeeya,2024-08-06 08:42,konsum 2 mpkmb sv ipb
@foralsskets,2024-08-06 08:36,ANYINGG MPKMB SKRG NGUNDANG PUTRI TANJUNG PLS MAU KTMU BGT SHSHAJAKKSKD CURANGG
@lovingssoo,2024-08-06 08:19,Kayaknya mpkmb sebelah seru ya😊😊😊
@fleyura,2024-08-06 08:16,gawat gusy gw beneran pargoy mpkmb prikitiw done
@eunwooipb,2024-08-06 08:16,"demi apa pun gue udah ga peduli bentukan gue gmna pas mpkmb, skskkss soalnya jd gembel bgt"
@nnaaninuu,2024-08-06 08:15,MPKMB DAY 1 GACORRRR BNGTTTTTT
@gumohwo,2024-08-06 08:10,MPKMB DAY 1 KACAW BGTTTT PETJAHHHHHHH GRRRRRRRRR
@areemahays,2024-08-06 08:10,ih deja vu banget liat konsum mpkmb sv sama kyk tahun lalu hokben dan holland bakery 🥺
@micimucimici,2024-08-06 08:07,mpkmb taun ke taun gebraknnya keren keren bgt deee
@heyychannnie,2024-08-06 08:03,kaka kaka panit mpkmb sv ipb bener bener act of service dan funny ((walaupun itu komdis jg))
@dity4sh,2024-08-06 08:00,PENGEN BGT IKUT MPKMB 😞🥺
@Imtiyaz3fakhryy,2024-08-06 07:47,lah misah yaa? taun lalu di mpkmb 60 SV sama sarjana digabung di gww soalnya sampe hari ke-3 atau brp giru
@lightchipss,2024-08-06 07:45,"anjg kirain gue apis boong tadi pagi kalo speaker mpkmb day 1 itu cinta laura, taunyaaaa benerannnn... gajadi ngantuk...."
@auliandnrlb,2024-08-06 07:40,Boleh mpkmb ulang ga si
@rutoipb,2024-08-06 07:38,makasi yaa panitia MPKMB IPB 🥺🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟
@winsmilee14,2024-08-06 07:38,MPKMB NGUNDANG CINTA LAURA??? ANGKUT AKU KE GWW SEKARANG
@rajarakyatbiasa,2024-08-06 07:38,demii apa mpkmb 61 IPB Cinta Laura?!!!! KEREN BGT WOIIII😭
@sasimanbaswedan,2024-08-06 07:37,NAJWA SHIHAB PUTRI TANJUNG CINTA LAURA ANJAYYYY GOKIL BGT MPKMB
@rutoipb,2024-08-06 07:36,sumpah... MPKMB BARU DAY 1 BNER BNER WAH BANGET 😭🌟
@fleyura,2024-08-06 07:36,mpkmb kakkkj
@cottonjwlly,2024-08-06 07:29,"tadi pagi buta anterin ade gua mpkmb dan teman temannya, makasih ya sudah percaya"
@pipiah_,2024-08-06 07:01,trims yh aipibi konsum day 1 mpkmb nyaa
@haurysh,2024-08-06 07:01,mw ikut mpkmb plsss
@nanabitna,2024-08-06 06:53,Gunwook ikut mpkmb ipb 61🤩🤩🤩
@mint___0822,2024-08-06 06:52,telat mpkmb moment kah nder
@wedepols,2024-08-06 06:49,mpkmb day1 = tumbang
@nnaaninuu,2024-08-06 06:38,eh jangan duluu mpkmb blom selesaaiii
@asyafahanii,2024-08-06 06:36,wow hari ini mpkmb 61
@micimucimici,2024-08-06 06:08,yallah ini mpkmb 61 membuat gue ngerasa udah jadi fossil tua
@shymfiony,2024-08-06 06:01,dari yg diujung dunia to cat 1 mpkmb mas bro
@meandpeeps,2024-08-06 05:53,TERIMA KASIH AKHMAL UDAH SEMANGAT MENGIKUTI MPKMB HARI INIII 🥹🥹🥹🥹🙌🏻🙌🏻
@smarmoris,2024-08-06 05:51,sya mpkmb konsumnya enak km gak ngiler sya
@kongsirokok,2024-08-06 05:46,plis pengen liat mpkmb
@sevenahalf,2024-08-06 05:38,bjir mpkmb sekarang mah boleh bawa hp y
@groaxan_,2024-08-06 05:36,kapan lagi mpkmb konsumnya hokben
@rideordiees,2024-08-06 05:25,klo mpkmb gituu kita tetep bebas keluar masuk ipb kah??
@giigipp,2024-08-06 05:24,"penasaran bgt pls sama mpkmb tahun ini, kyk²nya lebih seru dari tahun lalu...."
@nabbbeeelll,2024-08-06 05:22,liat dekoran mpkmb cakep bgtttttt???
@jaeminasdfghjkl,2024-08-06 05:19,"Ayoo maba 61 pls penuhi tl ku dg MPKMB ituu, aku kepo bgt, kangen euphorianya jugaa😫😫"
@lovinscarr,2024-08-06 05:17,"ak dulu dari mpkmb aja udh ga excited, lanjut minggu pertama perkuliahan jadi semakin pengen kluar ipb"
@arrietsie,2024-08-06 05:05,semoga mpkmb ipb ga lewat di tl ku☺
@asloveseems,2024-08-06 04:54,mpkmb di botas aja yuk plis
@gentad4rs,2024-08-06 04:53,"buset kayanya baru jg gua mpkmb kemaren, udh semester tua aja skg"
@gostoods,2024-08-06 04:30,gatau kay sumpah bisa ga 5mnt aja mpkmb hari ini
@shymfiony,2024-08-06 04:27,"hari hari jingle mpkmb 61, tp emg enak sie"
@UGoyounjungM,2024-08-06 04:18,aku juga mau ikutan mpkmb bareng :(
@aksyojmoon,2024-08-06 04:18,Siapa yang nangis pas masuk gww buat mpkmb ipb hari ini??? Sayaa
